"","Year","Country","Happiness.Rank","Happiness.Score","Economy..GDP.per.Capita.","Health..Life.Expectancy.","Continent"
"1",2015,"Switzerland",1,7.587,1.39651,0.94143,"Europe"
"2",2015,"Iceland",2,7.561,1.30232,0.94784,"Europe"
"3",2015,"Denmark",3,7.527,1.32548,0.87464,"Europe"
"4",2015,"Norway",4,7.522,1.459,0.88521,"Europe"
"5",2015,"Canada",5,7.427,1.32629,0.90563,"Europe"
"6",2015,"Finland",6,7.406,1.29025,0.88911,"Europe"
"7",2015,"Netherlands",7,7.378,1.32944,0.89284,"Europe"
"8",2015,"Sweden",8,7.364,1.33171,0.91087,"Europe"
"9",2015,"New Zealand",9,7.286,1.25018,0.90837,"Europe"
"10",2015,"Australia",10,7.284,1.33358,0.93156,"Europe"
"11",2015,"Israel",11,7.278,1.22857,0.91387,"Europe"
"12",2015,"Costa Rica",12,7.226,0.95578,0.86027,"Europe"
"13",2015,"Austria",13,7.2,1.33723,0.89042,"Europe"
"14",2015,"Mexico",14,7.187,1.02054,0.81444,"Europe"
"15",2015,"United States",15,7.119,1.39451,0.86179,"Europe"
"16",2015,"Brazil",16,6.983,0.98124,0.69702,"Europe"
"17",2015,"Luxembourg",17,6.946,1.56391,0.91894,"Europe"
"18",2015,"Ireland",18,6.94,1.33596,0.89533,"Europe"
"19",2015,"Belgium",19,6.937,1.30782,0.89667,"Europe"
"20",2015,"United Arab Emirates",20,6.901,1.42727,0.80925,"Europe"
"21",2015,"United Kingdom",21,6.867,1.26637,0.90943,"North America"
"22",2015,"Oman",22,6.853,1.36011,0.76276,"North America"
"23",2015,"Venezuela",23,6.81,1.04424,0.72052,"North America"
"24",2015,"Singapore",24,6.798,1.52186,1.02525,"North America"
"25",2015,"Panama",25,6.786,1.06353,0.79661,"North America"
"26",2015,"Germany",26,6.75,1.32792,0.89186,"Europe"
"27",2015,"Chile",27,6.67,1.10715,0.85857,"Europe"
"28",2015,"Qatar",28,6.611,1.69042,0.79733,"Europe"
"29",2015,"France",29,6.575,1.27778,0.94579,"Europe"
"30",2015,"Argentina",30,6.574,1.05351,0.78723,"Europe"
"31",2015,"Czech Republic",31,6.505,1.17898,0.84483,"Europe"
"32",2015,"Uruguay",32,6.485,1.06166,0.8116,"Europe"
"33",2015,"Colombia",33,6.477,0.91861,0.69077,"Europe"
"34",2015,"Thailand",34,6.455,0.9669,0.7385,"Europe"
"35",2015,"Saudi Arabia",35,6.411,1.39541,0.72025,"Europe"
"36",2015,"Spain",36,6.329,1.23011,0.95562,"Europe"
"37",2015,"Malta",37,6.302,1.2074,0.88721,"Europe"
"38",2015,"Taiwan",38,6.298,1.29098,0.8753,"Europe"
"39",2015,"Kuwait",39,6.295,1.55422,0.72492,"Europe"
"40",2015,"Suriname",40,6.269,0.99534,0.6082,"Europe"
"41",2015,"Trinidad and Tobago",41,6.168,1.21183,0.61483,"Oceania"
"42",2015,"El Salvador",42,6.13,0.76454,0.67737,"Oceania"
"43",2015,"Guatemala",43,6.123,0.74553,0.64425,"Oceania"
"44",2015,"Uzbekistan",44,6.003,0.63244,0.59772,"Oceania"
"45",2015,"Slovakia",45,5.995,1.16891,0.78902,"Oceania"
"46",2015,"Japan",46,5.987,1.27074,0.99111,"Oceania"
"47",2015,"South Korea",47,5.984,1.24461,0.96538,"Oceania"
"48",2015,"Ecuador",48,5.975,0.86402,0.79075,"Oceania"
"49",2015,"Bahrain",49,5.96,1.32376,0.74716,"Oceania"
"50",2015,"Italy",50,5.948,1.25114,0.95446,"Oceania"
"51",2015,"Bolivia",51,5.89,0.68133,0.5392,"Asia"
"52",2015,"Moldova",52,5.889,0.59448,0.61826,"Asia"
"53",2015,"Paraguay",53,5.878,0.75985,0.66098,"Asia"
"54",2015,"Kazakhstan",54,5.855,1.12254,0.64368,"Asia"
"55",2015,"Slovenia",55,5.848,1.18498,0.87337,"Asia"
"56",2015,"Lithuania",56,5.833,1.14723,0.73128,"North America"
"57",2015,"Nicaragua",57,5.828,0.59325,0.74314,"North America"
"58",2015,"Peru",58,5.824,0.90019,0.73017,"North America"
"59",2015,"Belarus",59,5.813,1.03192,0.73608,"North America"
"60",2015,"Poland",60,5.791,1.12555,0.77903,"North America"
"61",2015,"Malaysia",61,5.77,1.12486,0.72394,"Europe"
"62",2015,"Croatia",62,5.759,1.08254,0.78805,"Europe"
"63",2015,"Libya",63,5.754,1.13145,0.7038,"Europe"
"64",2015,"Russia",64,5.716,1.13764,0.66926,"Europe"
"65",2015,"Jamaica",65,5.709,0.81038,0.68741,"Europe"
"67",2015,"Cyprus",67,5.689,1.20813,0.92356,"North America"
"68",2015,"Algeria",68,5.605,0.93929,0.61766,"North America"
"70",2015,"Turkmenistan",70,5.548,0.95847,0.53886,"North America"
"71",2015,"Mauritius",71,5.477,1.00761,0.7095,"North America"
"72",2015,"Hong Kong",72,5.474,1.38604,1.01328,"North America"
"73",2015,"Estonia",73,5.429,1.15174,0.77361,"North America"
"74",2015,"Indonesia",74,5.399,0.82827,0.63793,"North America"
"75",2015,"Vietnam",75,5.36,0.63216,0.74676,"North America"
"76",2015,"Turkey",76,5.332,1.06098,0.73172,"North America"
"77",2015,"Kyrgyzstan",77,5.286,0.47428,0.65088,"North America"
"78",2015,"Nigeria",78,5.268,0.65435,0.16007,"South America"
"79",2015,"Bhutan",79,5.253,0.77042,0.57407,"South America"
"80",2015,"Azerbaijan",80,5.212,1.02389,0.64045,"South America"
"81",2015,"Pakistan",81,5.194,0.59543,0.51466,"South America"
"82",2015,"Jordan",82,5.192,0.90198,0.69639,"South America"
"83",2015,"Montenegro",82,5.192,0.97438,0.72521,"Europe"
"84",2015,"China",84,5.14,0.89012,0.81658,"Europe"
"85",2015,"Zambia",85,5.129,0.47038,0.29924,"Europe"
"86",2015,"Romania",86,5.124,1.04345,0.7689,"Europe"
"87",2015,"Serbia",87,5.123,0.92053,0.74836,"Europe"
"88",2015,"Portugal",88,5.102,1.15991,0.87519,"Europe"
"89",2015,"Latvia",89,5.098,1.11312,0.72437,"Europe"
"90",2015,"Philippines",90,5.073,0.70532,0.58114,"Europe"
"92",2015,"Morocco",92,5.013,0.73479,0.60954,"Europe"
"93",2015,"Macedonia",93,5.007,0.91851,0.73545,"Europe"
"94",2015,"Mozambique",94,4.971,0.08308,0.09131,"Europe"
"95",2015,"Albania",95,4.959,0.87867,0.81325,"Europe"
"96",2015,"Bosnia and Herzegovina",96,4.949,0.83223,0.79081,"Europe"
"97",2015,"Lesotho",97,4.898,0.37545,0.07612,"Europe"
"98",2015,"Dominican Republic",98,4.885,0.89537,0.66825,"Europe"
"99",2015,"Laos",99,4.876,0.59066,0.54909,"Asia"
"100",2015,"Mongolia",100,4.874,0.82819,0.60268,"Asia"
"101",2015,"Swaziland",101,4.867,0.71206,0.07566,"Asia"
"102",2015,"Greece",102,4.857,1.15406,0.88213,"Asia"
"103",2015,"Lebanon",103,4.839,1.02564,0.83947,"Asia"
"104",2015,"Hungary",104,4.8,1.12094,0.75905,"Europe"
"105",2015,"Honduras",105,4.788,0.59532,0.6951,"Europe"
"106",2015,"Tajikistan",106,4.786,0.39047,0.57379,"Europe"
"107",2015,"Tunisia",107,4.739,0.88113,0.73793,"Europe"
"108",2015,"Palestinian Territories",108,4.715,0.59867,0.66015,"Europe"
"109",2015,"Bangladesh",109,4.694,0.39753,0.60164,"Asia"
"110",2015,"Iran",110,4.686,1.0088,0.69805,"South America"
"111",2015,"Ukraine",111,4.681,0.79907,0.6739,"South America"
"112",2015,"Iraq",112,4.677,0.98549,0.60237,"South America"
"113",2015,"South Africa",113,4.642,0.92049,0.27688,"South America"
"114",2015,"Ghana",114,4.633,0.54558,0.40132,"South America"
